,sentence,label,type
547,down they get  bob and barbara   hold out hands stiffly  back again to their chairs  staring between the resumed mouthfuls ,0,test
548, but this we ll skip  ornaments  curtains  trefoil china plate  yellow oblongs of cheese  white squares of biscuit  skip  oh  but wait ,0,train
549,halfway through luncheon one of those shivers  bob stares at her  spoon in mouth ,0,train
550, get on with your pudding  bob   but hilda disapproves ,0,train
551, why  should  she twitch  ,0,train
552,skip  skip  till we reach the landing on the upper floor  stairs brass bound  linoleum worn  oh  yes ,0,train
553,little bedroom looking out over the roofs of eastbourne  zigzagging roofs like the spines of caterpillars  this way  that way  striped red and yellow  with blue black slating  ,0,test
554,now  minnie  the door s shut  hilda heavily descends to the basement  you unstrap the straps of your basket  lay on the bed a meagre nightgown  stand side by side furred felt slippers ,0,train
555,the looking glass  no  you avoid the looking glass ,0,train
556,some methodical disposition of hat pins ,0,train
557,perhaps the shell box has something in it ,0,test
558,you shake it  it s the pearl stud there was last year  that s all ,0,test
559,and then the sniff  the sigh  the sitting by the window ,0,train
560,three o clock on a december afternoon  the rain drizzling  one light low in the skylight of a drapery emporium  another high in a servant s bedroom  this one goes out ,0,train
561,that gives her nothing to look at ,0,test
562,a moment s blankness  then  what are you thinking ,0,train
563, let me peep across at her opposite  she s asleep or pretending it  so what would she think about sitting at the window at three o clock in the afternoon ,0,train
564,health  money  hills  her god  ,0,train
565,yes  sitting on the very edge of the chair looking over the roofs of eastbourne  minnie marsh prays to god ,0,test
566,that s all very well  and she may rub the pane too  as though to see god better  but what god does she see ,0,train
567,who s the god of minnie marsh  the god of the back streets of eastbourne  the god of three o clock in the afternoon ,0,val
568,i  too  see roofs  i see sky  but  oh  dear  this seeing of gods ,0,train
569,more like president kruger than prince albert  that s the best i can do for him  and i see him on a chair  in a black frock coat  not so very high up either  i can manage a cloud or two for him to sit on  and then his hand trailing in the cloud holds a rod  a truncheon is it   black  thick  thorned  a brutal old bully  minnie s god ,0,train
570,did he send the itch and the patch and the twitch ,0,train
571,is that why she prays ,0,train
572,what she rubs on the window is the stain of sin ,0,test
573,oh  she committed some crime ,0,train
574,i have my choice of crimes ,0,train
575,the woods flit and fly  in summer there are bluebells  in the opening there  when spring comes  primroses ,0,test
576,a parting  was it  twenty years ago ,0,train
577,vows broken ,0,train
578,not minnie s    ,0,val
579,she was faithful ,0,train
580,how she nursed her mother ,0,train
581,all her savings on the tombstone  wreaths under glass  daffodils in jars ,0,train
582,but i m off the track ,0,train
583,a crime    ,0,val
584,they would say she kept her sorrow  suppressed her secret  her sex  they d say  the scientific people ,0,test
585,but what flummery to saddle  her  with sex ,0,test
586,no  more like this ,0,train
587,passing down the streets of croydon twenty years ago  the violet loops of ribbon in the draper s window spangled in the electric light catch her eye ,0,train
588,she lingers  past six ,0,val
589,still by running she can reach home ,0,test
590,she pushes through the glass swing door ,0,test
591,it s sale time ,0,val
592,shallow trays brim with ribbons ,0,test
593,she pauses  pulls this  fingers that with the raised roses on it  no need to choose  no need to buy  and each tray with its surprises ,0,train
594, we don t shut till seven   and then it  is  seven ,0,train
595,she runs  she rushes  home she reaches  but too late ,0,train
596,neighbours  the doctor  baby brother  the kettle  scalded  hospital  dead  or only the shock of it  the blame ,0,val
597,ah  but the detail matters nothing ,0,test
598,it s what she carries with her  the spot  the crime  the thing to expiate  always there between her shoulders ,0,test
599, yes   she seems to nod to me   it s the thing i did  ,0,train
600,whether you did  or what you did  i don t mind  it s not the thing i want ,0,train
601,the draper s window looped with violet  that ll do  a little cheap perhaps  a little commonplace  since one has a choice of crimes  but then so many  let me peep across again  still sleeping  or pretending sleep ,0,train
602,white  worn  the mouth closed  a touch of obstinacy  more than one would think  no hint of sex   so many crimes aren t  your  crime  your crime was cheap  only the retribution solemn  for now the church door opens  the hard wooden pew receives her  on the brown tiles she kneels  every day  winter  summer  dusk  dawn  here she s at it  prays ,0,train
603,all her sins fall  fall  for ever fall ,0,train
604,the spot receives them ,0,train
605,it s raised  it s red  it s burning ,0,test
606,next she twitches ,0,train
607,small boys point ,0,train
608, bob at lunch to day   but elderly women are the worst ,0,val
609,indeed now you can t sit praying any longer ,0,test
610,kruger s sunk beneath the clouds  washed over as with a painter s brush of liquid grey  to which he adds a tinge of black  even the tip of the truncheon gone now ,0,train
611,that s what always happens ,0,train
612,just as you ve seen him  felt him  someone interrupts ,0,train
613,it s hilda now ,0,train
614,how you hate her ,0,val
615,she ll even lock the bathroom door overnight  too  though it s only cold water you want  and sometimes when the night s been bad it seems as if washing helped ,0,val
616,and john at breakfast  the children  meals are worst  and sometimes there are friends  ferns don t altogether hide  em  they guess  too  so out you go along the front  where the waves are grey  and the papers blow  and the glass shelters green and draughty  and the chairs cost tuppence  too much  for there must be preachers along the sands ,0,test
617,ah  that s a nigger  that s a funny man  that s a man with parakeets  poor little creatures ,0,test
618,is there no one here who thinks of god   just up there  over the pier  with his rod  but no  there s nothing but grey in the sky or if it s blue the white clouds hide him  and the music  it s military music  and what they are fishing for ,0,test
619,do they catch them ,0,train
620,how the children stare ,0,test
621,well  then home a back way   home a back way  ,0,test
622,the words have meaning  might have been spoken by the old man with whiskers  no  no  he didn t really speak  but everything has meaning  placards leaning against doorways  names above shop windows  red fruit in baskets  women s heads in the hairdresser s  all say  minnie marsh  ,0,val
623,but here s a jerk ,0,train
624, eggs are cheaper  ,0,train
625,that s what always happens ,0,train
626,i was heading her over the waterfall  straight for madness  when  like a flock of dream sheep  she turns t other way and runs between my fingers ,0,train
627,eggs are cheaper ,0,train
628,tethered to the shores of the world  none of the crimes  sorrows  rhapsodies  or insanities for poor minnie marsh  never late for luncheon  never caught in a storm without a mackintosh  never utterly unconscious of the cheapness of eggs ,0,train
629,so she reaches home  scrapes her boots ,0,val
630,have i read you right ,0,train
631,but the human face  the human face at the top of the fullest sheet of print holds more  withholds more ,0,train
632,now  eyes open  she looks out  and in the human eye  how d you define it   there s a break  a division  so that when you ve grasped the stem the butterfly s off  the moth that hangs in the evening over the yellow flower  move  raise your hand  off  high  away ,0,val
633,i won t raise my hand ,0,train
634,hang still  then  quiver  life  soul  spirit  whatever you are of minnie marsh  i  too  on my flower  the hawk over the down  alone  or what were the worth of life ,0,train
635,to rise  hang still in the evening  in the midday  hang still over the down ,0,val
636,the flicker of a hand  off  up ,0,test
637,then poised again ,0,train
638,alone  unseen  seeing all so still down there  all so lovely ,0,val
639,none seeing  none caring ,0,train
640,the eyes of others our prisons  their thoughts our cages ,0,train
641,air above  air below ,0,test
642,and the moon and immortality     oh  but i drop to the turf ,0,val
643,are you down too  you in the corner  what s your name  woman  minnie marsh  some such name as that ,0,test
644,there she is  tight to her blossom  opening her hand bag  from which she takes a hollow shell  an egg  who was saying that eggs were cheaper ,0,val
645,you or i ,0,train
646,oh  it was you who said it on the way home  you remember  when the old gentleman  suddenly opening his umbrella  or sneezing was it ,0,train
647,anyhow  kruger went  and you came  home a back way   and scraped your boots ,0,val
648,yes ,0,test
649,and now you lay across your knees a pocket handkerchief into which drop little angular fragments of eggshell  fragments of a map  a puzzle ,0,train
650,i wish i could piece them together ,0,train
651,if you would only sit still ,0,test
652,she s moved her knees  the map s in bits again ,0,train
653,down the slopes of the andes the white blocks of marble go bounding and hurtling  crushing to death a whole troop of spanish muleteers  with their convoy  drake s booty  gold and silver ,0,train
654,but to return      to what  to where ,0,train
655,she opened the door  and  putting her umbrella in the stand  that goes without saying  so  too  the whiff of beef from the basement  dot  dot  dot ,0,train
656,but what i cannot thus eliminate  what i must  head down  eyes shut  with the courage of a battalion and the blindness of a bull  charge and disperse are  indubitably  the figures behind the ferns  commercial travellers ,0,val
657,there i ve hidden them all this time in the hope that somehow they d disappear  or better still emerge  as indeed they must  if the story s to go on gathering richness and rotundity  destiny and tragedy  as stories should  rolling along with it two  if not three  commercial travellers and a whole grove of aspidistra ,0,train
658, the fronds of the aspidistra only partly concealed the commercial traveller    rhododendrons would conceal him utterly  and into the bargain give me my fling of red and white  for which i starve and strive  but rhododendrons in eastbourne  in december  on the marshes  table  no  no  i dare not  it s all a matter of crusts and cruets  frills and ferns ,0,val
659,perhaps there ll be a moment later by the sea ,0,train
660,moreover  i feel  pleasantly pricking through the green fretwork and over the glacis of cut glass  a desire to peer and peep at the man opposite  one s as much as i can manage ,0,val
661,james moggridge is it  whom the marshes call jimmy ,0,train
662, minnie  you must promise not to twitch till i ve got this straight  ,0,train
663,james moggridge travels in  shall we say buttons   but the time s not come for bringing  them  in  the big and the little on the long cards  some peacock eyed  others dull gold  cairngorms some  and others coral sprays  but i say the time s not come ,0,train
664,he travels  and on thursdays  his eastbourne day  takes his meals with the marshes ,0,test
665,his red face  his little steady eyes  by no means altogether commonplace  his enormous appetite  that s safe  he won t look at minnie till the bread s swamped the gravy dry   napkin tucked diamond wise  but this is primitive  and  whatever it may do the reader  don t take me in ,0,val
666,let s dodge to the moggridge household  set that in motion ,0,train
667,well  the family boots are mended on sundays by james himself ,0,train
668,he reads  truth  ,0,train
669,but his passion ,0,train
670,roses  and his wife a retired hospital nurse  interesting  for god s sake let me have one woman with a name i like ,0,test
671,but no  she s of the unborn children of the mind  illicit  none the less loved  like my rhododendrons ,0,test
672,how many die in every novel that s written  the best  the dearest  while moggridge lives ,0,train
673,it s life s fault ,0,train
674,here s minnie eating her egg at the moment opposite and at t other end of the line  are we past lewes   there must be jimmy  or what s her twitch for ,0,train
675,there must be moggridge  life s fault ,0,val
676,life imposes her laws  life blocks the way  life s behind the fern  life s the tyrant  oh  but not the bully ,0,train
677,no  for i assure you i come willingly  i come wooed by heaven knows what compulsion across ferns and cruets  table splashed and bottles smeared ,0,test
678,i come irresistibly to lodge myself somewhere on the firm flesh  in the robust spine  wherever i can penetrate or find foothold on the person  in the soul  of moggridge the man ,0,train
679,the enormous stability of the fabric  the spine tough as whalebone  straight as oak tree  the ribs radiating branches  the flesh taut tarpaulin  the red hollows  the suck and regurgitation of the heart  while from above meat falls in brown cubes and beer gushes to be churned to blood again  and so we reach the eyes ,0,train
680,behind the aspidistra they see something  black  white  dismal  now the plate again  behind the aspidistra they see elderly woman   marsh s sister  hilda s more my sort   the tablecloth now ,0,train
681, marsh would know what s wrong with morrises      talk that over  cheese has come  the plate again  turn it round  the enormous fingers  now the woman opposite ,0,train
682, marsh s sister  not a bit like marsh  wretched  elderly female     you should feed your hens     god s truth  what s set her twitching ,0,test
683,not what  i  said ,0,test
684,dear  dear  dear ,0,train
685,these elderly women ,0,test
686,dear  dear  ,0,test
687, yes  minnie  i know you ve twitched  but one moment  james moggridge  ,0,test
688, dear  dear  dear  ,0,val
689,how beautiful the sound is ,0,train
690,like the knock of a mallet on seasoned timber  like the throb of the heart of an ancient whaler when the seas press thick and the green is clouded ,0,val
691, dear  dear  ,0,val
692,what a passing bell for the souls of the fretful to soothe them and solace them  lap them in linen  saying   so long ,0,val
693,good luck to you  ,0,train
694,and then   what s your pleasure  ,0,test
695,for though moggridge would pluck his rose for her  that s done  that s over ,0,test
696,now what s the next thing ,0,test
697, madam  you ll miss your train   for they don t linger ,0,train
698,that s the man s way  that s the sound that reverberates  that s st  paul s and the motor omnibuses ,0,train
699,but we re brushing the crumbs off ,0,val
700,oh  moggridge  you won t stay ,0,val
701,you must be off ,0,train
702,are you driving through eastbourne this afternoon in one of those little carriages ,0,train
703,are you the man who s walled up in green cardboard boxes  and sometimes has the blinds down  and sometimes sits so solemn staring like a sphinx  and always there s a look of the sepulchral  something of the undertaker  the coffin  and the dusk about horse and driver ,0,test
704,do tell me  but the doors slammed ,0,val
705,we shall never meet again ,0,train
706,moggridge  farewell ,0,train
707,yes  yes  i m coming ,0,train
708,right up to the top of the house ,0,train
709,one moment i ll linger ,0,train
710,how the mud goes round in the mind  what a swirl these monsters leave  the waters rocking  the weeds waving and green here  black there  striking to the sand  till by degrees the atoms reassemble  the deposit sifts itself  and again through the eyes one sees clear and still  and there comes to the lips some prayer for the departed  some obsequy for the souls of those one nods to  the people one never meets again ,0,train
711,james moggridge is dead now  gone for ever ,0,train
712,well  minnie   i can face it no longer  ,0,test
713,if she said that   let me look at her ,0,val
714,she is brushing the eggshell into deep declivities  ,0,train
715,she said it certainly  leaning against the wall of the bedroom  and plucking at the little balls which edge the claret coloured curtain ,0,train
716,but when the self speaks to the self  who is speaking   the entombed soul  the spirit driven in  in  in to the central catacomb  the self that took the veil and left the world  a coward perhaps  yet somehow beautiful  as it flits with its lantern restlessly up and down the dark corridors ,0,train
717, i can bear it no longer   her spirit says ,0,train
718, that man at lunch  hilda  the children  ,0,train
719,oh  heavens  her sob ,0,train
720,it s the spirit wailing its destiny  the spirit driven hither  thither  lodging on the diminishing carpets  meagre footholds  shrunken shreds of all the vanishing universe  love  life  faith  husband  children  i know not what splendours and pageantries glimpsed in girlhood ,0,train
721, not for me  not for me  ,0,test
722,but then  the muffins  the bald elderly dog ,0,train
723,bead mats i should fancy and the consolation of underlinen ,0,train
724,if minnie marsh were run over and taken to hospital  nurses and doctors themselves would exclaim    ,0,val
725,there s the vista and the vision  there s the distance  the blue blot at the end of the avenue  while  after all  the tea is rich  the muffin hot  and the dog   benny  to your basket  sir  and see what mother s brought you  ,0,train
726,so  taking the glove with the worn thumb  defying once more the encroaching demon of what s called going in holes  you renew the fortifications  threading the grey wool  running it in and out ,0,val
727,running it in and out  across and over  spinning a web through which god himself  hush  don t think of god ,0,train
728,how firm the stitches are ,0,train
729,you must be proud of your darning ,0,train
730,let nothing disturb her ,0,train
731,let the light fall gently  and the clouds show an inner vest of the first green leaf ,0,train
732,let the sparrow perch on the twig and shake the raindrop hanging to the twig s elbow     why look up ,0,test
733,was it a sound  a thought ,0,train
734,oh  heavens ,0,val
735,back again to the thing you did  the plate glass with the violet loops ,0,train
736,but hilda will come ,0,train
737,ignominies  humiliations  oh ,0,train
738,close the breach ,0,train
739,having mended her glove  minnie marsh lays it in the drawer ,0,train
740,she shuts the drawer with decision ,0,train
741,i catch sight of her face in the glass ,0,train
742,lips are pursed ,0,train
743,chin held high ,0,train
744,next she laces her shoes ,0,val
745,then she touches her throat ,0,test
746,what s your brooch ,0,train
747,mistletoe or merry thought ,0,train
748,and what is happening ,0,train
749,unless i m much mistaken  the pulse s quickened  the moment s coming  the threads are racing  niagara s ahead ,0,train
750,here s the crisis ,0,train
751,heaven be with you ,0,train
752,down she goes ,0,test
753,courage  courage ,0,val
754,face it  be it ,0,train
755,for god s sake don t wait on the mat now ,0,val
756,there s the door ,0,train
757,i m on your side ,0,train
758,speak ,0,train
759,confront her  confound her soul ,0,val
760, oh  i beg your pardon ,0,val
761,yes  this is eastbourne ,0,train
762,i ll reach it down for you ,0,val
763,let me try the handle  ,0,train
764, but  minnie  though we keep up pretences  i ve read you right  i m with you now  ,0,train
765, that s all your luggage  ,0,train
766, much obliged  i m sure  ,0,test
767, but why do you look about you ,0,train
768,hilda won t come to the station  nor john  and moggridge is driving at the far side of eastbourne  ,0,test
769, i ll wait by my bag  ma am  that s safest ,0,test
770,he said he d meet me     oh  there he is ,0,val
771,that s my son  ,0,train
772,so they walk off together ,0,train
773,well  but i m confounded    ,0,train
774,surely  minnie  you know better ,0,train
775,a strange young man     stop ,0,train
776,i ll tell him  minnie   miss marsh   i don t know though ,0,train
777,there s something queer in her cloak as it blows ,0,train
778,oh  but it s untrue  it s indecent     look how he bends as they reach the gateway ,0,train
779,she finds her ticket ,0,train
780,what s the joke ,0,test
781,off they go  down the road  side by side     well  my world s done for ,0,train
782,what do i stand on ,0,train
783,what do i know ,0,train
784,that s not minnie ,0,train
785,there never was moggridge ,0,train
786,who am i ,0,train
787,life s bare as bone ,0,train
788,and yet the last look of them  he stepping from the kerb and she following him round the edge of the big building brims me with wonder  floods me anew ,0,val
789,mysterious figures ,0,test
790,mother and son ,0,train
791,who are you ,0,train
792,why do you walk down the street ,0,train
793,where to night will you sleep  and then  to morrow ,0,val
794,oh  how it whirls and surges  floats me afresh ,0,val
795,i start after them ,0,test
796,people drive this way and that ,0,train
797,the white light splutters and pours ,0,val
798,plate glass windows ,0,train
799,carnations  chrysanthemums ,0,train
800,ivy in dark gardens ,0,test
801,milk carts at the door ,0,train
802,wherever i go  mysterious figures  i see you  turning the corner  mothers and sons  you  you  you ,0,test
803,i hasten  i follow ,0,test
804,this  i fancy  must be the sea ,0,train
805,grey is the landscape  dim as ashes  the water murmurs and moves ,0,train
806,if i fall on my knees  if i go through the ritual  the ancient antics  it s you  unknown figures  you i adore  if i open my arms  it s you i embrace  you i draw to me  adorable world ,0,train
807,the string quartet   well  here we are  and if you cast your eye over the room you will see that tubes and trams and omnibuses  private carriages not a few  even  i venture to believe  landaus with bays in them  have been busy at it  weaving threads from one end of london to the other ,0,train
808,yet i begin to have my doubts    if indeed it s true  as they re saying  that regent street is up  and the treaty signed  and the weather not cold for the time of year  and even at that rent not a flat to be had  and the worst of influenza its after effects  if i bethink me of having forgotten to write about the leak in the larder  and left my glove in the train  if the ties of blood require me  leaning forward  to accept cordially the hand which is perhaps offered hesitatingly     seven years since we met  ,0,train
809, the last time in venice  ,0,test
810, and where are you living now  ,0,train
811, well  the late afternoon suits me the best  though  if it weren t asking too much        but i knew you at once  ,0,train
812, still  the war made a break       if the mind s shot through by such little arrows  and  for human society compels it  no sooner is one launched than another presses forward  if this engenders heat and in addition they ve turned on the electric light  if saying one thing does  in so many cases  leave behind it a need to improve and revise  stirring besides regrets  pleasures  vanities  and desires  if it s all the facts i mean  and the hats  the fur boas  the gentlemen s swallow tail coats  and pearl tie pins that come to the surface  what chance is there ,0,train
813,of what ,0,train
814,it becomes every minute more difficult to say why  in spite of everything  i sit here believing i can t now say what  or even remember the last time it happened ,0,train
815, did you see the procession  ,0,val
816, the king looked cold  ,0,train
817, no  no  no ,0,train
818,but what was it  ,0,train
819, she s bought a house at malmesbury  ,0,test
820, how lucky to find one  ,0,train
821,on the contrary  it seems to me pretty sure that she  whoever she may be  is damned  since it s all a matter of flats and hats and sea gulls  or so it seems to be for a hundred people sitting here well dressed  walled in  furred  replete ,0,train
822,not that i can boast  since i too sit passive on a gilt chair  only turning the earth above a buried memory  as we all do  for there are signs  if i m not mistaken  that we re all recalling something  furtively seeking something ,0,train
823,why fidget ,0,train
824,why so anxious about the sit of cloaks  and gloves  whether to button or unbutton ,0,val
825,then watch that elderly face against the dark canvas  a moment ago urbane and flushed  now taciturn and sad  as if in shadow ,0,test
826,was it the sound of the second violin tuning in the ante room ,0,val
827,here they come  four black figures  carrying instruments  and seat themselves facing the white squares under the downpour of light  rest the tips of their bows on the music stand  with a simultaneous movement lift them  lightly poise them  and  looking across at the player opposite  the first violin counts one  two  three      flourish  spring  burgeon  burst ,0,test
828,the pear tree on the top of the mountain ,0,train
829,fountains jet  drops descend ,0,train
830,but the waters of the rhone flow swift and deep  race under the arches  and sweep the trailing water leaves  washing shadows over the silver fish  the spotted fish rushed down by the swift waters  now swept into an eddy where  it s difficult this  conglomeration of fish all in a pool  leaping  splashing  scraping sharp fins  and such a boil of current that the yellow pebbles are churned round and round  round and round  free now  rushing downwards  or even somehow ascending in exquisite spirals into the air  curled like thin shavings from under a plane  up and up     how lovely goodness is in those who  stepping lightly  go smiling through the world ,0,test
831,also in jolly old fishwives  squatted under arches  obscene old women  how deeply they laugh and shake and rollick  when they walk  from side to side  hum  hah ,0,train
832, that s an early mozart  of course        but the tune  like all his tunes  makes one despair  i mean hope ,0,test
833,what do i mean ,0,train
834,that s the worst of music ,0,test
835,i want to dance  laugh  eat pink cakes  yellow cakes  drink thin  sharp wine ,0,train
836,or an indecent story  now  i could relish that ,0,train
837,the older one grows the more one likes indecency ,0,train
838,hah  hah ,0,train
839,i m laughing ,0,test
840,what at ,0,train
841,you said nothing  nor did the old gentleman opposite    ,0,val
842,but suppose  suppose  hush  ,0,train
843,the melancholy river bears us on ,0,val
844,when the moon comes through the trailing willow boughs  i see your face  i hear your voice and the bird singing as we pass the osier bed ,0,train
845,what are you whispering ,0,train
846,sorrow  sorrow ,0,val
847,joy  joy ,0,test
848,woven together  like reeds in moonlight ,0,train
849,woven together  inextricably commingled  bound in pain and strewn in sorrow  crash ,0,val
850,the boat sinks ,0,test
851,rising  the figures ascend  but now leaf thin  tapering to a dusky wraith  which  fiery tipped  draws its twofold passion from my heart ,0,test
852,for me it sings  unseals my sorrow  thaws compassion  floods with love the sunless world  nor  ceasing  abates its tenderness but deftly  subtly  weaves in and out until in this pattern  this consummation  the cleft ones unify  soar  sob  sink to rest  sorrow and joy ,0,val
853,why then grieve ,0,val
854,ask what ,0,val
855,remain unsatisfied ,0,train
856,i say all s been settled  yes  laid to rest under a coverlet of rose leaves  falling ,0,val
857,falling ,0,train
858,ah  but they cease ,0,train
859,one rose leaf  falling from an enormous height  like a little parachute dropped from an invisible balloon  turns  flutters waveringly ,0,train
860,it won t reach us ,0,val
861, no  no ,0,train
862,i noticed nothing ,0,train
863,that s the worst of music  these silly dreams ,0,train
864,the second violin was late  you say  ,0,train
865, there s old mrs  munro  feeling her way out  blinder each year  poor woman  on this slippery floor  ,0,train
866,eyeless old age  grey headed sphinx    ,0,train
867,there she stands on the pavement  beckoning  so sternly  the red omnibus ,0,train
868, how lovely ,0,train
869,how well they play ,0,val
870,how  how  how  ,0,train
871,the tongue is but a clapper ,0,train
872,simplicity itself ,0,train
873,the feathers in the hat next me are bright and pleasing as a child s rattle ,0,test
874,the leaf on the plane tree flashes green through the chink in the curtain ,0,train
875,very strange  very exciting ,0,train
876, how  how  how  ,0,train
877,hush ,0,train
878,these are the lovers on the grass ,0,train
879, if  madam  you will take my hand        sir  i would trust you with my heart ,0,test
880,moreover  we have left our bodies in the banqueting hall ,0,test
881,those on the turf are the shadows of our souls  ,0,val
882, then these are the embraces of our souls  ,0,train
883,the lemons nod assent ,0,val
884,the swan pushes from the bank and floats dreaming into mid stream ,0,train
885, but to return ,0,train
886,he followed me down the corridor  and  as we turned the corner  trod on the lace of my petticoat ,0,train
887,what could i do but cry  ah  ,0,train
888,and stop to finger it ,0,train
889,at which he drew his sword  made passes as if he were stabbing something to death  and cried   mad ,0,test
890,mad ,0,train
891,mad  ,0,val
892,whereupon i screamed  and the prince  who was writing in the large vellum book in the oriel window  came out in his velvet skull cap and furred slippers  snatched a rapier from the wall  the king of spain s gift  you know  on which i escaped  flinging on this cloak to hide the ravages to my skirt  to hide    ,0,train
893,but listen ,0,train
894,the horns  ,0,train
895,the gentleman replies so fast to the lady  and she runs up the scale with such witty exchange of compliment now culminating in a sob of passion  that the words are indistinguishable though the meaning is plain enough  love  laughter  flight  pursuit  celestial bliss  all floated out on the gayest ripple of tender endearment  until the sound of the silver horns  at first far distant  gradually sounds more and more distinctly  as if seneschals were saluting the dawn or proclaiming ominously the escape of the lovers    ,0,train
896,the green garden  moonlit pool  lemons  lovers  and fish are all dissolved in the opal sky  across which  as the horns are joined by trumpets and supported by clarions there rise white arches firmly planted on marble pillars     tramp and trumpeting ,0,train
897,clang and clangour ,0,train
898,firm establishment ,0,test
899,fast foundations ,0,train
900,march of myriads ,0,test
901,confusion and chaos trod to earth ,0,val
902,but this city to which we travel has neither stone nor marble  hangs enduring  stands unshakable  nor does a face  nor does a flag greet or welcome ,0,test
903,leave then to perish your hope  droop in the desert my joy  naked advance ,0,train
904,bare are the pillars  auspicious to none  casting no shade  resplendent  severe ,0,train
905,back then i fall  eager no more  desiring only to go  find the street  mark the buildings  greet the applewoman  say to the maid who opens the door  a starry night ,0,train
906, good night  good night ,0,train
907,you go this way  ,0,train
908, alas ,0,test
909,i go that  ,0,train
910,blue   green   green  the pointed fingers of glass hang downwards ,0,val
911,the light slides down the glass  and drops a pool of green ,0,test
912,all day long the ten fingers of the lustre drop green upon the marble ,0,train
913,the feathers of parakeets  their harsh cries  sharp blades of palm trees  green  too  green needles glittering in the sun ,0,train
914,but the hard glass drips on to the marble  the pools hover above the dessert sand  the camels lurch through them  the pools settle on the marble  rushes edge them  weeds clog them  here and there a white blossom  the frog flops over  at night the stars are set there unbroken ,0,train
915,evening comes  and the shadow sweeps the green over the mantelpiece  the ruffled surface of ocean ,0,train
916,no ships come  the aimless waves sway beneath the empty sky ,0,train
917,it s night  the needles drip blots of blue ,0,train
918,the green s out ,0,test
919,blue  the snub nosed monster rises to the surface and spouts through his blunt nostrils two columns of water  which  fiery white in the centre  spray off into a fringe of blue beads ,0,train
920,strokes of blue line the black tarpaulin of his hide ,0,test
921,slushing the water through mouth and nostrils he sings  heavy with water  and the blue closes over him dowsing the polished pebbles of his eyes ,0,train
922,thrown upon the beach he lies  blunt  obtuse  shedding dry blue scales ,0,train
923,their metallic blue stains the rusty iron on the beach ,0,test
924,blue are the ribs of the wrecked rowing boat ,0,test
925,a wave rolls beneath the blue bells ,0,train
926,but the cathedral s different  cold  incense laden  faint blue with the veils of madonnas ,0,val
927,kew gardens   from the oval shaped flower bed there rose perhaps a hundred stalks spreading into heart shaped or tongue shaped leaves half way up and unfurling at the tip red or blue or yellow petals marked with spots of colour raised upon the surface  and from the red  blue or yellow gloom of the throat emerged a straight bar  rough with gold dust and slightly clubbed at the end ,0,val
928,the petals were voluminous enough to be stirred by the summer breeze  and when they moved  the red  blue and yellow lights passed one over the other  staining an inch of the brown earth beneath with a spot of the most intricate colour ,0,test
929,the light fell either upon the smooth  grey back of a pebble  or  the shell of a snail with its brown  circular veins  or falling into a raindrop  it expanded with such intensity of red  blue and yellow the thin walls of water that one expected them to burst and disappear ,0,val
930,instead  the drop was left in a second silver grey once more  and the light now settled upon the flesh of a leaf  revealing the branching thread of fibre beneath the surface  and again it moved on and spread its illumination in the vast green spaces beneath the dome of the heart shaped and tongue shaped leaves ,0,train
931,then the breeze stirred rather more briskly overhead and the colour was flashed into the air above  into the eyes of the men and women who walk in kew gardens in july ,0,val
932,the figures of these men and women straggled past the flower bed with a curiously irregular movement not unlike that of the white and blue butterflies who crossed the turf in zig zag flights from bed to bed ,0,train
933,the man was about six inches in front of the woman  strolling carelessly  while she bore on with greater purpose  only turning her head now and then to see that the children were not too far behind ,0,test
934,the man kept this distance in front of the woman purposely  though perhaps unconsciously  for he wished to go on with his thoughts ,0,test
935, fifteen years ago i came here with lily   he thought ,0,train
936, we sat somewhere over there by a lake and i begged her to marry me all through the hot afternoon ,0,train
937,how the dragonfly kept circling round us  how clearly i see the dragonfly and her shoe with the square silver buckle at the toe ,0,val
938,all the time i spoke i saw her shoe and when it moved impatiently i knew without looking up what she was going to say  the whole of her seemed to be in her shoe ,0,train
939,and my love  my desire  were in the dragonfly  for some reason i thought that if it settled there  on that leaf  the broad one with the red flower in the middle of it  if the dragonfly settled on the leaf she would say  yes  at once ,0,train
940,but the dragonfly went round and round  it never settled anywhere  of course not  happily not  or i shouldn t be walking here with eleanor and the children  tell me  eleanor ,0,test
941,d you ever think of the past  ,0,val
942, why do you ask  simon  ,0,train
943, because i ve been thinking of the past ,0,train
944,i ve been thinking of lily  the woman i might have married     well  why are you silent ,0,train
945,do you mind my thinking of the past  ,0,train
946, why should i mind  simon ,0,train
947,doesn t one always think of the past  in a garden with men and women lying under the trees ,0,val
948,aren t they one s past  all that remains of it  those men and women  those ghosts lying under the trees      one s happiness  one s reality  ,0,train
949, for me  a square silver shoe buckle and a dragonfly      for me  a kiss ,0,test
950,imagine six little girls sitting before their easels twenty years ago  down by the side of a lake  painting the water lilies  the first red water lilies i d ever seen ,0,train
951,and suddenly a kiss  there on the back of my neck ,0,train
952,and my hand shook all the afternoon so that i couldn t paint ,0,train
953,i took out my watch and marked the hour when i would allow myself to think of the kiss for five minutes only  it was so precious  the kiss of an old grey haired woman with a wart on her nose  the mother of all my kisses all my life ,0,train
954,come  caroline  come  hubert  ,0,val
955,they walked on past the flower bed  now walking four abreast  and soon diminished in size among the trees and looked half transparent as the sunlight and shade swam over their backs in large trembling irregular patches ,0,train
